db_id,query,question
bike_1,"SELECT date ,  mean_temperature_f ,  mean_humidity FROM weather ORDER BY max_gust_speed_mph DESC LIMIT 3","What is the date, average temperature and mean humidity for the days with the 3 largest maximum gust speeds?"
bike_1,"SELECT city ,  COUNT(*) FROM station GROUP BY city HAVING COUNT(*)  >=  15",List the name and the number of stations for all the cities that have at least 15 stations.
bike_1,"SELECT city ,  COUNT(*) FROM station GROUP BY city HAVING COUNT(*)  >=  15",What is the name of every city that has at least 15 stations and how many stations does it have?
bike_1,"SELECT start_station_id ,  start_station_name FROM trip GROUP BY start_station_name HAVING COUNT(*)  >=  200",Find the ids and names of stations from which at least 200 trips started.
bike_1,"SELECT start_station_id ,  start_station_name FROM trip GROUP BY start_station_name HAVING COUNT(*)  >=  200",What are the ids and names of all start stations that were the beginning of at least 200 trips?
bike_1,SELECT zip_code FROM weather GROUP BY zip_code HAVING avg(mean_visibility_miles)  <  10,Find the zip code in which the average mean visibility is lower than 10.
bike_1,SELECT zip_code FROM weather GROUP BY zip_code HAVING avg(mean_visibility_miles)  <  10,"For each zip code, select all those that have an average mean visiblity below 10."
bike_1,SELECT city FROM station GROUP BY city ORDER BY max(lat) DESC,List all the cities in a decreasing order of each city's stations' highest latitude.
bike_1,SELECT city FROM station GROUP BY city ORDER BY max(lat) DESC,"For each city, list their names in decreasing order by their highest station latitude."
bike_1,"SELECT date ,  cloud_cover FROM weather ORDER BY cloud_cover DESC LIMIT 5",What are the dates that had the top 5 cloud cover rates? Also tell me the cloud cover rate.
bike_1,"SELECT date ,  cloud_cover FROM weather ORDER BY cloud_cover DESC LIMIT 5",What are the dates that have the 5 highest cloud cover rates and what are the rates?
bike_1,"SELECT id ,  duration FROM trip ORDER BY duration DESC LIMIT 3",What are the ids and durations of the trips with the top 3 durations?
bike_1,"SELECT id ,  duration FROM trip ORDER BY duration DESC LIMIT 3",What are the ids of the trips that lasted the longest and how long did they last?
bike_1,"SELECT T1.name ,  T1.long ,  avg(T2.duration) FROM station AS T1 JOIN trip AS T2 ON T1.id  =  T2.start_station_id GROUP BY T2.start_station_id","For each station, return its longitude and the average duration of trips that started from the station."
bike_1,"SELECT T1.name ,  T1.long ,  avg(T2.duration) FROM station AS T1 JOIN trip AS T2 ON T1.id  =  T2.start_station_id GROUP BY T2.start_station_id","For each start station id, what is its name, longitude and average duration of trips started there?"
bike_1,"SELECT T1.name ,  T1.lat ,  min(T2.duration) FROM station AS T1 JOIN trip AS T2 ON T1.id  =  T2.end_station_id GROUP BY T2.end_station_id","For each station, find its latitude and the minimum duration of trips that ended at the station."
bike_1,"SELECT T1.name ,  T1.lat ,  min(T2.duration) FROM station AS T1 JOIN trip AS T2 ON T1.id  =  T2.end_station_id GROUP BY T2.end_station_id","For each end station id, what is its name, latitude, and minimum duration for trips ended there?"
bike_1,SELECT DISTINCT start_station_name FROM trip WHERE duration  <  100,List all the distinct stations from which a trip of duration below 100 started.
bike_1,SELECT DISTINCT start_station_name FROM trip WHERE duration  <  100,What are all the different start station names for a trip that lasted less than 100?
bike_1,SELECT DISTINCT zip_code FROM weather EXCEPT SELECT DISTINCT zip_code FROM weather WHERE max_dew_point_f  >=  70,Find all the zip codes in which the max dew point have never reached 70.
bike_1,SELECT DISTINCT zip_code FROM weather EXCEPT SELECT DISTINCT zip_code FROM weather WHERE max_dew_point_f  >=  70,What are all the different zip codes that have a maximum dew point that was always below 70?
bike_1,SELECT id FROM trip WHERE duration  >=  (SELECT avg(duration) FROM trip WHERE zip_code  =  94103),Find the id for the trips that lasted at least as long as the average duration of trips in zip code 94103.
bike_1,SELECT id FROM trip WHERE duration  >=  (SELECT avg(duration) FROM trip WHERE zip_code  =  94103),What are the ids of all trips that had a duration as long as the average trip duration in the zip code 94103?
bike_1,SELECT date FROM weather WHERE mean_sea_level_pressure_inches BETWEEN 30.3 AND 31,What are the dates in which the mean sea level pressure was between 30.3 and 31?
bike_1,SELECT date FROM weather WHERE mean_sea_level_pressure_inches BETWEEN 30.3 AND 31,What are the dates that have an average sea level pressure between 30.3 and 31?
bike_1,"SELECT date ,  max_temperature_f - min_temperature_f FROM weather ORDER BY max_temperature_f - min_temperature_f LIMIT 1",Find the day in which the difference between the max temperature and min temperature was the smallest. Also report the difference.
bike_1,"SELECT date ,  max_temperature_f - min_temperature_f FROM weather ORDER BY max_temperature_f - min_temperature_f LIMIT 1","What are the days that had the smallest temperature range, and what was that range?"
bike_1,"SELECT DISTINCT T1.id ,  T1.name FROM station AS T1 JOIN status AS T2 ON T1.id  =  T2.station_id WHERE T2.bikes_available  >  12",What are the id and name of the stations that have ever had more than 12 bikes available?
bike_1,"SELECT DISTINCT T1.id ,  T1.name FROM station AS T1 JOIN status AS T2 ON T1.id  =  T2.station_id WHERE T2.bikes_available  >  12",What are the different ids and names of the stations that have had more than 12 bikes available?
bike_1,SELECT zip_code FROM weather GROUP BY zip_code HAVING avg(mean_humidity)  <  70 INTERSECT SELECT zip_code FROM trip GROUP BY zip_code HAVING count(*)  >=  100,Give me the zip code where the average mean humidity is below 70 and at least 100 trips took place.
bike_1,SELECT zip_code FROM weather GROUP BY zip_code HAVING avg(mean_humidity)  <  70 INTERSECT SELECT zip_code FROM trip GROUP BY zip_code HAVING count(*)  >=  100,What are the zip codes that have an average mean humidity below 70 and had at least 100 trips come through there?
bike_1,"SELECT name FROM station WHERE city  =  ""Palo Alto"" EXCEPT SELECT end_station_name FROM trip GROUP BY end_station_name HAVING count(*)  >  100",What are the names of stations that are located in Palo Alto city but have never been the ending point of trips more than 100 times?
bike_1,"SELECT name FROM station WHERE city  =  ""Palo Alto"" EXCEPT SELECT end_station_name FROM trip GROUP BY end_station_name HAVING count(*)  >  100",What are the names of the stations that are located in Palo Alto but have never been the ending point of the trips
bike_1,"SELECT count(*) FROM station AS T1 JOIN trip AS T2 JOIN station AS T3 JOIN trip AS T4 ON T1.id  =  T2.start_station_id AND T2.id  =  T4.id AND T3.id  =  T4.end_station_id WHERE T1.city  =  ""Mountain View"" AND T3.city  =  ""Palo Alto""",How many trips started from Mountain View city and ended at Palo Alto city?
bike_1,"SELECT count(*) FROM station AS T1 JOIN trip AS T2 JOIN station AS T3 JOIN trip AS T4 ON T1.id  =  T2.start_station_id AND T2.id  =  T4.id AND T3.id  =  T4.end_station_id WHERE T1.city  =  ""Mountain View"" AND T3.city  =  ""Palo Alto""",How many trips stated from  a station in Mountain View and ended at one in Palo Alto?
bike_1,"SELECT avg(T1.lat) ,  avg(T1.long) FROM station AS T1 JOIN trip AS T2 ON T1.id  =  T2.start_station_id",What is the average latitude and longitude of the starting points of all trips?
bike_1,"SELECT avg(T1.lat) ,  avg(T1.long) FROM station AS T1 JOIN trip AS T2 ON T1.id  =  T2.start_station_id",What is the average latitude and longitude of all starting stations for the trips?
book_2,SELECT count(*) FROM book,How many books are there?
book_2,SELECT Writer FROM book ORDER BY Writer ASC,List the writers of the books in ascending alphabetical order.
book_2,SELECT Title FROM book ORDER BY Issues ASC,List the titles of the books in ascending order of issues.
book_2,"SELECT Title FROM book WHERE Writer != ""Elaine Lee""","What are the titles of the books whose writer is not ""Elaine Lee""?"
book_2,"SELECT Title ,  Issues FROM book",What are the title and issues of the books?
book_2,SELECT Publication_Date FROM publication ORDER BY Price DESC,What are the dates of publications in descending order of price?
book_2,SELECT DISTINCT Publisher FROM publication WHERE Price  >  5000000,What are the distinct publishers of publications with price higher than 5000000?
book_2,SELECT Publisher FROM publication ORDER BY Price DESC LIMIT 1,List the publisher of the publication with the highest price.
book_2,SELECT Publication_Date FROM publication ORDER BY Price ASC LIMIT 3,List the publication dates of publications with 3 lowest prices.
book_2,"SELECT T1.Title ,  T2.Publication_Date FROM book AS T1 JOIN publication AS T2 ON T1.Book_ID  =  T2.Book_ID",Show the title and publication dates of books.
book_2,SELECT T1.Writer FROM book AS T1 JOIN publication AS T2 ON T1.Book_ID  =  T2.Book_ID WHERE T2.Price  >  4000000,Show writers who have published a book with price more than 4000000.
book_2,SELECT T1.Title FROM book AS T1 JOIN publication AS T2 ON T1.Book_ID  =  T2.Book_ID ORDER BY T2.Price DESC,Show the titles of books in descending order of publication price.
book_2,SELECT Publisher FROM publication GROUP BY Publisher HAVING COUNT(*)  >  1,Show publishers that have more than one publication.
book_2,"SELECT Publisher ,  COUNT(*) FROM publication GROUP BY Publisher",Show different publishers together with the number of publications they have.
book_2,SELECT Publication_Date FROM publication GROUP BY Publication_Date ORDER BY COUNT(*) DESC LIMIT 1,Please show the most common publication date.
book_2,SELECT Writer FROM book GROUP BY Writer HAVING COUNT(*)  >  1,List the writers who have written more than one book.
book_2,SELECT Title FROM book WHERE Book_ID NOT IN (SELECT Book_ID FROM publication),List the titles of books that are not published.
book_2,SELECT Publisher FROM publication WHERE Price  >  10000000 INTERSECT SELECT Publisher FROM publication WHERE Price  <  5000000,Show the publishers that have publications with price higher than 10000000 and publications with price lower than 5000000.
book_2,SELECT COUNT (DISTINCT Publication_Date) FROM publication,What is the number of distinct publication dates?
book_2,SELECT COUNT (DISTINCT Publication_Date) FROM publication,How many distinct publication dates are there in our record?
book_2,"SELECT Price FROM publication WHERE Publisher  =  ""Person"" OR Publisher  =  ""Wiley""","Show the prices of publications whose publisher is either ""Person"" or ""Wiley"""
musical,SELECT count(*) FROM actor,How many actors are there?
musical,SELECT count(*) FROM actor,Count the number of actors.
musical,SELECT Name FROM actor ORDER BY Name ASC,List the name of actors in ascending alphabetical order.
musical,SELECT Name FROM actor ORDER BY Name ASC,"What are the names of actors, ordered alphabetically?"
